RecordNo,q,a
2221,Q4,MS Excel
2221,Q4,MS Powerpoint
2221,Q4,forskellige browsers
2222,Q4,Blackboard
2222,Q4,Wiseflow
2222,Q4,Itslearning
2222,Q4,outlook
2222,Q4,Excel
2222,Q4,Powerpoint
2222,Q4,Word
2222,Q4,Google
2222,Q4,
2229,Q4,Microsoft word
2229,Q4,exell
2229,Q4,navision
2232,Q4,Microsoft office pakken
2232,Q4,NOVA til fakturering
2232,Q4,NOVAX journaler
2236,Q4,Ved ikke
2237,Q4,Redhat
2237,Q4,windows 10 hyper v
2237,Q4,office 360
2237,Q4,math cad.
2241,Q4,mine egen programmer plus win
2244,Q4,Microsoft
2254,Q4,Microsoft Word 2018
2260,Q4,Microsoft office 365
2260,Q4,Microsoft dynamics c5
2262,Q4,Office pakke
2262,Q4,15
2264,Q4,Word
2264,Q4,Excel
2264,Q4,outlook
2264,Q4,internet
2265,Q4,Jeg ved det ikke
2272,Q4,KMD OPUS
2272,Q4,KMD BV
2272,Q4,KMD SAG
2272,Q4,CPR SØG
2272,Q4,EXCEL 2016
2272,Q4,WORD 2016
2275,Q4,Mail (Apple)
2275,Q4,Safari (Apple)
2275,Q4,Pages (Apple)
2275,Q4,FileMaker Pro Advanced 17 (FileMaker Inc)
2275,Q4,Kalender (Apple)
2275,Q4,Kontakter (Apple)
2275,Q4,Noter (Apple)
2275,Q4,Påmindelser (Apple)
2275,Q4,
2276,Q4,Microsoft Word
2276,Q4,Microsoft Excel
2276,Q4,Paint
2276,Q4,InfoGlue
2276,Q4,Microsoft Outlook
2276,Q4,
2284,Q4,Microsoft Word
2284,Q4,Powerpoint
2284,Q4,Excel
2284,Q4,Outlook
2284,Q4,
2285,Q4,Windows
2285,Q4,kmd
2286,Q4,Sundhedsplatformen
2300,Q4,X
2301,Q4,Arbejder hos Mærsk og vi har vores egne programmer der styrer lager
2301,Q4,cargo
2301,Q4,SRO/ICS
2301,Q4,|| Word || Excel ||
2304,Q4,Windows10
2307,Q4,Officer 2013
2307,Q4,sundhedsplatformen
2312,Q4,Word 2011
2320,Q4,Word
2320,Q4,Excel
2320,Q4,Powerpoint
2320,Q4,Photoshop
2320,Q4,InDesign
2330,Q4,Dentalsuite
2330,Q4,word
2330,Q4,windows mail
2330,Q4,excel
2333,Q4,Dette ønsker jeg ikke at svare på.
2338,Q4,Windows
2339,Q4,Fortrolige oplysninger
2342,Q4,word
2342,Q4,excel
2342,Q4,google
2348,Q4,E-dok
2348,Q4,Sundhedsportalen
2348,Q4,XMO
2356,Q4,Word
2356,Q4,Excel
2356,Q4,Mail.app
2356,Q4,safari
2356,Q4,Remote Desktop
2356,Q4,SSH
2356,Q4,Bizagi
2357,Q4,Microsoft office pakken
2359,Q4,Microsoft Word
2359,Q4,excel
2359,Q4,PowerPoint
2359,Q4,prezi
2359,Q4,Fasit
2359,Q4,UVData
2364,Q4,Word
2364,Q4,Excel
2364,Q4,xmlspy
2364,Q4,outlook
2367,Q4,Microsoft 2010
2369,Q4,word
2369,Q4,digitaliseringsprogrammer
2370,Q4,Word
2370,Q4,Excel
2370,Q4,Outlook
2373,Q4,Word
2373,Q4,excel
2375,Q4,...
2377,Q4,SAP
2377,Q4,Riskminder
2377,Q4,Microsoft Office
2379,Q4,Microsoft Word 2016
2379,Q4,Microsoft Excel 2016
2379,Q4,Microsoft PowerPoint 2016
2379,Q4,Adobe Acrobat Reader DC
2379,Q4,JMP 13
2379,Q4,Latentix 2.12
2379,Q4,Outlook 2016
2379,Q4,Skype for Business 2016
2380,Q4,f
2380,Q4,f
2380,Q4,f
2380,Q4,
2381,Q4,concorde
2382,Q4,Microsoft Power Point
2384,Q4,indesign
2384,Q4,pages
2384,Q4,redtube
2391,Q4,Excel
2391,Q4,word
2391,Q4,outlook
2391,Q4,iTMS
2391,Q4,AS400
2391,Q4,powerpoint
2395,Q4,Region Midt EPJ
2395,Q4,Klinisk Logistik Anywhere
2395,Q4,Microsoft Word 2013
2395,Q4,RIIS
2407,Q4,Officepakken Microsoft
2407,Q4,specielt designet produktionssystem
2407,Q4,crm
2407,Q4,Sigma kalkulstionspogram
2407,Q4,
2412,Q4,Microsoft outlook Excel samt egenudviklet applikationer
2419,Q4,Microsoft office
2429,Q4,Outlook
2429,Q4,CSC
2442,Q4,Office2016
2442,Q4,win7
2442,Q4,Jaws
2442,Q4,zoom
2442,Q4,
2448,Q4,micorosoft 2015
2451,Q4,Outlook
2451,Q4,Prisme
2451,Q4,Excel
2451,Q4,Word
2451,Q4,SDløn
2453,Q4,Inventor
2453,Q4,word
2453,Q4,IFS
2453,Q4,
2465,Q4,Word 2006
2465,Q4,Outlook 2006
2465,Q4,sundhedsplan formen
2465,Q4,Otap
2467,Q4,Office
2471,Q4,Ved ikke
2474,Q4,Y
2481,Q4,Microsoft word
2481,Q4,exell
2481,Q4,outlook
2481,Q4,powerpoint
2481,Q4,access. Survey Monkey
2481,Q4,360
2481,Q4,TAS.
2482,Q4,firefox
2504,Q4,word
2504,Q4,excel
2504,Q4,powerpoint
2514,Q4,hgkjk
2516,Q4,FSIII
2516,Q4,Nexus - KMD. FMK- ? OutLook
2517,Q4,Word
2527,Q4,Nexus
2531,Q4,Microsoft Office Microsoft Excel Android Windows 10
2532,Q4,Word 2011
2536,Q4,Microsoft Word
2536,Q4,Microsoft Online
2536,Q4,Microsoft Outlook
2536,Q4,Citrix
2536,Q4,Vitacare
2536,Q4,Cura
2540,Q4,ved ikke
2541,Q4,Ved ikke
2542,Q4,Ikke
2544,Q4,Word
2544,Q4,Excel
2557,Q4,Microsoft word
2557,Q4,onenote
2557,Q4,excel
2558,Q4,?
2566,Q4,Word
2566,Q4,clio online
2566,Q4,geogebra
2566,Q4,intranet
2566,Q4,matfessor
2566,Q4,drive
2566,Q4,classroom
2567,Q4,Windows 8
2568,Q4,.
2570,Q4,Microsoft Outlook 365
2570,Q4,Microsoft remote desktop connection
2570,Q4,Microsoft visum studio 2016
2570,Q4,smartest testcomplete 12
2570,Q4,smartest testexecute 12
2570,Q4,selenium
2570,Q4,Google postman
2571,Q4,Sundhedsplatformen
2571,Q4,Rover
2578,Q4,microsoft word
2579,Q4,Ofgicepskken
2581,Q4,Microsoft Office 2010
2581,Q4,KMD Kingo
2581,Q4,Silkeborg Data Økonomisystem
2581,Q4,Silkeborg Data Medarbejdernet
2583,Q4,excel
2586,Q4,Microsoft Outlook
2586,Q4,Microsoft Word
2586,Q4,Microsoft Excel
2588,Q4,HEASARC/NASA Heasoft Xspec v12
2588,Q4,Mathworks Matlab 2018a
2588,Q4,Microsoft Word 2011
2588,Q4,Tex LaTex
2597,Q4,photoshop
2597,Q4,office365
2599,Q4,Microsoft word
2599,Q4,Microsoft Excel
2599,Q4,virksomhedens egne programmer
2609,Q4,Nexus
2613,Q4,ApS tidlig Opsparring
2613,Q4,citrix
2613,Q4,Nexus
2627,Q4,
2627,Q4,
2630,Q4,m3
2634,Q4,KMD
2634,Q4,KMD sag
2634,Q4,KMD Aktiv
2634,Q4,Fasit
2634,Q4,KMD Mainframe
2634,Q4,Internet explorer
2634,Q4,microsoft outlook
2634,Q4,microsoft office
2634,Q4,one drive
2636,Q4,Microsoft Excel 2016
2636,Q4,Microsoft PowerPivot til Excel
2636,Q4,Microsoft Navision 2016
2636,Q4,E-front FrontInvest
2636,Q4,EnableSoft Foxtrot
2636,Q4,Microsoft Outlook 2016
2636,Q4,BEC
2639,Q4,Word
2639,Q4,Excel
2639,Q4,kmd
2640,Q4,office
2640,Q4,outlook
2640,Q4,chrome
2649,Q4,axapta
2649,Q4,exell
2649,Q4,
2650,Q4,Microsoft outlook
2650,Q4,Excel
2650,Q4,word
2650,Q4,
2650,Q4,C5
2650,Q4,Nova
2650,Q4,Skype
2653,Q4,Win10
2653,Q4,Excel Skype og Carus.
2659,Q4,Microsoft Office
2659,Q4,ServiceNow
2659,Q4,
2661,Q4,Microsoft Excel
2661,Q4,Microsoft navision
2661,Q4,e-conomic
2661,Q4,lessor
2663,Q4,
2665,Q4,Word pakken 2017 matlab 2018
2666,Q4,micro soft
2669,Q4,Outlook og officepakken og en masse specialiserede programmer mit firma har udviklet
2671,Q4,Microsoft Excel 2016
2671,Q4,microsoft PowerPoint 2016
2671,Q4,Facebook Business Manager
2671,Q4,Adform
2671,Q4,Google Analytics
2671,Q4,Google Adwords
2674,Q4,Adobe
2675,Q4,Care
2675,Q4,Outlook pro medicin
2677,Q4,Hg
2678,Q4,Dg
2680,Q4,Fotobehandling
2681,Q4,Visual Studio 2015
2681,Q4,Visual Studio 2017
2681,Q4,Microsoft Office 2016 (Word
2681,Q4,Excel
2681,Q4,Outlook)
2681,Q4,Adobe Acrobat Reader
2681,Q4,Skype for Bussiness
2681,Q4,MySql Server
2681,Q4,MySql WorkBench
2681,Q4,SQLyog
2681,Q4,Microsoft SQL Server (2008
2681,Q4,2016
2681,Q4,2017)
2681,Q4,TortoiseSVN
2681,Q4,Notepad++
2681,Q4,Internet Explorer
2681,Q4,Firefox
2681,Q4,Google Chrome
2681,Q4,7-Zip
2681,Q4,Filezilla FTP
2681,Q4,Paint
2681,Q4,Paint.net
2685,Q4,Microsoft Office
2685,Q4,Unscrambler
2685,Q4,R Studio
2685,Q4,Adobe
2693,Q4,ax
2693,Q4,excel
2693,Q4,word
2693,Q4,outlook
2693,Q4,crm
2693,Q4,edge
2696,Q4,Microsoft Office pakke
2704,Q4,Citrix
2704,Q4,Microsoft Office
2704,Q4,Feliks
2712,Q4,Q
2717,Q4,microsoft office
2718,Q4,Google chrome
2721,Q4,Microsoft word
2721,Q4,gmail
2724,Q4,Excel
2724,Q4,word
2724,Q4,div regnskabsprogrammer
2725,Q4,
2727,Q4,Windows
2728,Q4,Windows 10
2730,Q4,...
2732,Q4,Word
2736,Q4,-
2750,Q4,Excel
2750,Q4,word
2750,Q4,officiel
2752,Q4,Lotus Notes
2752,Q4,Internet Explorer
2752,Q4,Microsoft Word
2752,Q4,Microsoft Excel
2752,Q4,Microsoft PowerPoint
2752,Q4,Microsoft Lommeregner
2760,Q4,xmo
2760,Q4,google chrome
2760,Q4,microsoft word
2762,Q4,Office
2778,Q4,F2
2778,Q4,Microsoft Excel
2778,Q4,Microsoft Word
2778,Q4,Microsoft Office
2778,Q4,Internet Explorer
2780,Q4,office pakken
2786,Q4,VmWare sphere client
2786,Q4,XenCenter
2786,Q4,Citrix Studio
2786,Q4,SAN HeadQuater
2790,Q4,Access 2016
2790,Q4,word 2016
2790,Q4,Excel 2016
2790,Q4,putty
2790,Q4,Firefox
2790,Q4,solidus
2790,Q4,ldwin
2795,Q4,Csc
2796,Q4,office pakken
2815,Q4,Navision
2815,Q4,word
2815,Q4,excelle mail
2824,Q4,Microsoft office
2835,Q4,Outlook
2835,Q4,powerpoint
2835,Q4,acrobat reader
2835,Q4,word
2835,Q4,Cisco
2835,Q4,Skype
2835,Q4,internet Explorer
2837,Q4,Word
2840,Q4,Microsoft
2850,Q4,Excel
2850,Q4,office
2850,Q4,minuba
2852,Q4,Microsoft Word 365
2852,Q4,Adobe
2852,Q4,Lightroom
2852,Q4,Photoshop
2852,Q4,
2856,Q4,Excel
2856,Q4,gjaldstovan (færøsk regnskabs program)
2857,Q4,Chrome
2859,Q4,Excel
2859,Q4,C5
2859,Q4,Word
2859,Q4,
2865,Q4,microsoft word 2010
2865,Q4,microsoft excel 2010
2865,Q4,microsoft outlook 2010
2865,Q4,cicero (bibliotekssystem)
2865,Q4,OPUS (økonomi- og personalesystem
2865,Q4,KMD)
2865,Q4,google chrome
2865,Q4,microsoft internet explorer
2865,Q4,microsoft power point
2874,Q4,Kommunal ansat
2875,Q4,Microsoft Word
2875,Q4,Google
2875,Q4,Aarhus kommunes intra
2878,Q4,Ekj
2880,Q4,Word
2881,Q4,Word
2881,Q4,excel
2884,Q4,Intra
2884,Q4,onedrive
2884,Q4,skoleportalen
2889,Q4,Google
2895,Q4,Ved det ikke
2896,Q4,må ikke oplyse om indhold på min arbejds pc iflg gældende regler på min arbejdsplads.
2897,Q4,Solidworks
2897,Q4,Office Word
2897,Q4,Office Excel
2897,Q4,Inventor
2897,Q4,Office Outlook
2897,Q4,Matlab
2900,Q4,Microsoft Word
2900,Q4,Kahoot
2900,Q4,Microsoft Excel
2900,Q4,GeoGebra
2900,Q4,Google Calendar
2907,Q4,Microsoft Word
2907,Q4,microsoft Excel
2907,Q4,adobe photoshop
2907,Q4,google Chrome
2912,Q4,Word
2914,Q4,Care
2914,Q4,Windows 10
2917,Q4,Nyeste Microsoft word
2917,Q4,Ibooks
2917,Q4,endnote
2928,Q4,?
2930,Q4,forstår
2930,Q4,ikke
2930,Q4,spørgsmålet
2932,Q4,Windows
2932,Q4,officepakken
2932,Q4,dropboks
2932,Q4,adversus
2932,Q4,podio
2934,Q4,Spectra RIS/PACS
2934,Q4,COSMIC
2934,Q4,syngo.via
2934,Q4,cetrea
2936,Q4,Office 365
2936,Q4,outlook 365
2936,Q4,salesforce
2936,Q4,speedtest
2936,Q4,chrome
2936,Q4,safari
2936,Q4,fieldservice
2936,Q4,airtable
2936,Q4,
2939,Q4,Dgh
2945,Q4,Microsoft Office
2945,Q4,aktive inspirere
2945,Q4,google
2949,Q4,adobe photoshop
2949,Q4,microsoft word
2949,Q4,iphoto
2949,Q4,
2952,Q4,Microsoft word
2952,Q4,Drupal CMS
2952,Q4,microsoft teams
2952,Q4,Opel Office
2952,Q4,Onedrive
2952,Q4,Skype
2952,Q4,outlook
2953,Q4,Ingen
2956,Q4,Knime
2956,Q4,WPS
2956,Q4,MS Microsoft
2964,Q4,
2966,Q4,Vi anvender et program som hedder EkJ
2967,Q4,windows 10
2967,Q4,adobe
2967,Q4,indesign
2967,Q4,excel
2969,Q4,Micosoft Office 2015
2973,Q4,Microsoft C5
2973,Q4,Microsoft Nav
2973,Q4,Microsoft Word
2973,Q4,Microsoft Excel
2973,Q4,Araxis merge
2973,Q4,Windows 10
2977,Q4,Officepalken
2977,Q4,Tia
2977,Q4,
2978,Q4,wsa
2980,Q4,microsoft Office pakken 365
2992,Q4,Microsoft Visual Studio
2992,Q4,Google Chrome
2992,Q4,Mozilla Firefox
2992,Q4,Total Commander
2993,Q4,ved ikke
2994,Q4,Revit Autodesk
2994,Q4,PTC Mathcad
2994,Q4,Microsoft office Excel
2994,Q4,
3e3,Q4,Word
3e3,Q4,eg sensum
3e3,Q4,microsoft Office
3005,Q4,dracar+
3013,Q4,Word
3013,Q4,excen
3028,Q4,Husker ikke
3030,Q4,Ms pakken
3030,Q4,oracle
3030,Q4,adobe
3033,Q4,Office pakken. Phast 7.11. Adobe Acrobat reder.
3040,Q4,v
3048,Q4,SIS
3048,Q4,EASY-A
3048,Q4,Outlook mail
3048,Q4,SBSYS
3049,Q4,Dell
3058,Q4,Microsoft Office
3058,Q4,adobe programmerne
3066,Q4,...
3069,Q4,SPSS. Microsoft Word
3069,Q4,Outlook
3069,Q4,PowerPoint og Excel 2016. Google Chrome.
3071,Q4,Microsoft office Excel
3071,Q4,Microsoft office Word
3071,Q4,microsoft outlook
3071,Q4,SAS
3071,Q4,internet explorer
3071,Q4,google chrome
3072,Q4,Windows
3075,Q4,Windows xp
3089,Q4,Tamigo
3089,Q4,Excel
3089,Q4,Visma mm.
3091,Q4,Word
3091,Q4,Excel
3094,Q4,Office 365 business
3095,Q4,Ved ik
3096,Q4,Ved ikke
3098,Q4,Det ved jeg ikke
3100,Q4,Cad
3106,Q4,Word
3106,Q4,Excel
3109,Q4,
3112,Q4,
3113,Q4,Jeg bruger fagprogrammer
3113,Q4,har ikke min arbejdscomputer her
3113,Q4,så kan ikke slå programmerne op og er lige startet på nyt job
3113,Q4,så kan dem ikke i hovedet
3114,Q4,Word
3114,Q4,Excel
3114,Q4,fasit
3114,Q4,
3116,Q4,Word
3116,Q4,appwriter
3116,Q4,outlook
3116,Q4,Excel
3116,Q4,safari
3116,Q4,
3118,Q4,Elektronisk patientjournal
3118,Q4,BCC
3118,Q4,cetrea
3118,Q4,Ascom
3118,Q4,outlook
3118,Q4,word - har ikke hjemmearbejdsplads da jeg er ansat på regionalt sygehus
3125,Q4,
3131,Q4,Excel2016
3131,Q4,word2016
3131,Q4,MS Project2016
3131,Q4,Outlook
3134,Q4,Autodesk Revit 2018
3134,Q4,Microsoft Word
3134,Q4,Excel MS Project
3134,Q4,Sigma Estimates
3137,Q4,Microsoft Word 201?
3137,Q4,Microsoft Exel 201?
3140,Q4,Office
3140,Q4,Xcode
3143,Q4,Microsoft word 2017
3145,Q4,Linux
3150,Q4,Microsoft Word
3150,Q4,Publisher
3150,Q4,Excel 2007
3150,Q4,Mathworks MATLAB 2011b
3150,Q4,CrysAlis
3150,Q4,Orientexpress
3150,Q4,SXD2001
3150,Q4,TeXnicCenter
3150,Q4,SumatraPDF
3150,Q4,MikTeX
3150,Q4,GIMP
3156,Q4,Word
3156,Q4,outlook
3156,Q4,internet
3158,Q4,Google Chrome
3158,Q4,Microsoft Excel 2016
3158,Q4,microsoft powerpoint 2016
3158,Q4,microsoft outlook 2016
3166,Q4,lg
3179,Q4,Works
3179,Q4,skype
3179,Q4,webmail
3179,Q4,
3192,Q4,Microsoft Word
3193,Q4,Word
3193,Q4,outlook.
3194,Q4,Bmfn
3195,Q4,Ok
3202,Q4,
3203,Q4,Microsoft Office pakken
3203,Q4,InDesign
3203,Q4,MS sharepoint
3203,Q4,apsis
3203,Q4,
3203,Q4,
3207,Q4,Ingen
3211,Q4,Word Fasit Acadre Excel Internet Explorer
3212,Q4,Ved ikke
3213,Q4,1
3219,Q4,Ms Office 2011
3222,Q4,Eclipse
3222,Q4,Java
3222,Q4,JBoss
3222,Q4,Rapid SQL
3222,Q4,SoapUI
3228,Q4,Adobe Acrobat Reader DC
3228,Q4,Gene Runner 6.5
3228,Q4,GraphPad Prism 7
3228,Q4,LI-COR Image Studio Lite 5.2
3228,Q4,Mendeley Desktop 1.19
3228,Q4,Microsoft Office Professional Plus 2010
3228,Q4,PyMOL 2.1.1
3228,Q4,SnapGene Viewer 4.2.1
3228,Q4,TeamViewer 13
3232,Q4,.
3235,Q4,microsoft word
3235,Q4,powerpoint
3235,Q4,adobe illustrator
3235,Q4,adobe reader
3235,Q4,STATA
3235,Q4,graphpad
3235,Q4,excel
3235,Q4,
3244,Q4,Microsoft word (2018)
3244,Q4,Microsoft excel (2018)
3244,Q4,CLC workbench (qiagen)
3244,Q4,Adobe illustrator (Adobe)
3244,Q4,Graphpad Prism (Graphpad)
3244,Q4,Pymol (pymol)
3247,Q4,Google word
3252,Q4,Google Chrome
3252,Q4,Safari
3252,Q4,word
3252,Q4,outlook
3254,Q4,word
3259,Q4,Citrix
3263,Q4,MS 365
3263,Q4,Workday
3263,Q4,Skype
3271,Q4,macOS 10
3271,Q4,3
3271,Q4,Firefox
3271,Q4,Microsoft Office
3271,Q4,Google
3273,Q4,Microsoft Office 2017
3274,Q4,Outlook
3274,Q4,word
3274,Q4,Excel
3274,Q4,power point
3274,Q4,sharepoint
3274,Q4,Skype for business
3276,Q4,Microsoft officepakke
3276,Q4,as400
3277,Q4,Word
3277,Q4,skoleintra
3277,Q4,onedrive
3277,Q4,powerpoint
3277,Q4,audacity
3279,Q4,Microsoft word
3279,Q4,Excel
3279,Q4,outlook
3279,Q4,KMD
3279,Q4,Opera
3285,Q4,AS400
3285,Q4,Word
3285,Q4,InDesing
3285,Q4,PowerPoint
3285,Q4,Excel
3285,Q4,
3287,Q4,Microsoft excell 2016
3287,Q4,qlikview
3289,Q4,Microsoft Visual Studio
3289,Q4,Apache Cassandra
3289,Q4,Git
3289,Q4,Atlassian JIRA
3289,Q4,Atlassian Confluence
3290,Q4,microsoft office 2013
3290,Q4,sas enterprise guide
3290,Q4,oracle
3292,Q4,Nexus
3292,Q4,Word
3292,Q4,Excel
3292,Q4,mail
3298,Q4,Word
3302,Q4,Microsoft word 2016
3307,Q4,Sbsys kmdc word
3308,Q4,Microsoft Word
3308,Q4,exel
3308,Q4,lotus notes
3308,Q4,semler autocore
3310,Q4,pas
3310,Q4,jeg har ikke forstand på it
3314,Q4,Microsoft word 2007
3314,Q4,
3320,Q4,Microsoft word 2012
3320,Q4,Excel 2012
3320,Q4,matlab
3320,Q4,SAS
3328,Q4,Office pakken
3330,Q4,office word excel
3335,Q4,Excel
3335,Q4,Graphpad Prism.
3336,Q4,Microsoft Office 360
3336,Q4,Word
3336,Q4,PowerPoint
3336,Q4,Excel
3336,Q4,OpenOffice Suite
3336,Q4,LibreOffice
3336,Q4,Google Docs
3340,Q4,1
3341,Q4,Word
3351,Q4,Microsoft 2011
3352,Q4,Det der ligger på computeren
3355,Q4,Solidworks
3355,Q4,Word
3355,Q4,Excel
3358,Q4,Ved ikke
3361,Q4,Microsoft
3361,Q4,office
3361,Q4,divx
3361,Q4,stata
3362,Q4,ved ikke-kommunal
3364,Q4,desværre
3374,Q4,Office pakken
3374,Q4,CMS systemer
3374,Q4,Google
3379,Q4,Ved ikke
3379,Q4,jeg arbejder ikke men google
3387,Q4,Word excel
3405,Q4,Word
3405,Q4,Excel
3405,Q4,sharepoint
3405,Q4,vsts
3405,Q4,PowerPoint
3408,Q4,Microsoft XP.
3414,Q4,Wordpress
3414,Q4,Adobe Photoshop
3414,Q4,Microsoft Office
3417,Q4,Ms windows
3417,Q4,ms Office
3417,Q4,sap
3422,Q4,fdbdfbabfdad
3427,Q4,KMD Care - FMK online
3428,Q4,Windows
3433,Q4,Outlook
3433,Q4,powerpoint
3433,Q4,Excel
3435,Q4,Ved ikke
3438,Q4,Ok
3440,Q4,Microsoft Outlook
3440,Q4,Microsoft Word
3440,Q4,Microsoft Excel
3443,Q4,Baxter service tools
3443,Q4,Medusa
3443,Q4,Excel
3443,Q4,Outlook
3446,Q4,Ingen anelse
3448,Q4,Office 356
3448,Q4,Microsoft Word
3448,Q4,
3448,Q4,Microsoft Excel
3448,Q4,Adobe
3448,Q4,Power Point
3458,Q4,ved ikke
3462,Q4,Office 2010
3462,Q4,Adobe collection
3462,Q4,Cisco vpn
3462,Q4,
3465,Q4,Ved ikke
3467,Q4,J
3470,Q4,Dette er fortrolig information som jeg ikke må dele
3478,Q4,Word 2011
3478,Q4,workzone
3478,Q4,PLS
3478,Q4,outlook
3478,Q4,DiKO
3478,Q4,Google
3478,Q4,
3480,Q4,Snag it
3480,Q4,nugenesis SDMS
3480,Q4,citrix
3480,Q4,quality centre
3482,Q4,.
3483,Q4,Windows 10 office 2016
3494,Q4,Ved ikke
3499,Q4,Microsoft word the latest
3505,Q4,Google
3514,Q4,Epj
3514,Q4,windows
3516,Q4,microsoft
3517,Q4,Cosmic
3518,Q4,ganglion (aver og Lauritzen)
3522,Q4,Adobe XD
3522,Q4,photoshop
3522,Q4,illustrator. Sketch app. Atom.
3523,Q4,Det ved jeg ikke. Det kommunalt.
3524,Q4,Kj
3528,Q4,Microsoft Office
3528,Q4,Outlook
3536,Q4,Mac
3536,Q4,iPhone
3537,Q4,n
3538,Q4,Vlvl bbobp
3543,Q4,office
3559,Q4,Microsoft Visual Studio 2017.
3564,Q4,Det ved jeg ikkd
3572,Q4,+++++++
3574,Q4,Df
3575,Q4,Z
3577,Q4,Microsoft word
3577,Q4,powerpoint
3577,Q4,google chrome
3577,Q4,foxit pdf viewer
3578,Q4,SAP ecc
3578,Q4,SAP BCS
3578,Q4,SAP Bpc
3578,Q4,SAP bw
3578,Q4,Excel
3578,Q4,word
3578,Q4,powerpoint
3578,Q4,sas
3580,Q4,Windows
3580,Q4,Word
3580,Q4,Excell
3580,Q4,Chrome
3580,Q4,Paint
3580,Q4,Outlook
3580,Q4,
3587,Q4,Google Chrome
3587,Q4,Microsoft Excel 365
3587,Q4,Microsoft Word 365
3587,Q4,Microsoft PowerPoint 365
3587,Q4,Microsoft Visio
3593,Q4,Microsoft Office
3593,Q4,Adobe
3593,Q4,Sharepoint
3597,Q4,Word
3599,Q4,Ved ikke
3600,Q4,Microsoft Office
3601,Q4,Microsoft word
3602,Q4,Photoshop
3602,Q4,Word
3602,Q4,Adobe
3602,Q4,
3604,Q4,Tidligere job coordinator TDC. Ca 30 teknikere
3604,Q4,er 70 år og pensionist
3604,Q4,
3611,Q4,D
3612,Q4,Gf
3613,Q4,Ios
3620,Q4,J
3621,Q4,Kh
3622,Q4,Fd
3632,Q4,ws
3633,Q4,K
3637,Q4,word
3644,Q4,Office
3648,Q4,Word
3648,Q4,KLABS
3660,Q4,Microsoft Navision
3660,Q4,Microsoft Windows
3660,Q4,Microsoft Word
3660,Q4,Excel
3660,Q4,outlook
3660,Q4,adobe
3663,Q4,Geogebra
3663,Q4,Word
3663,Q4,onenote
3663,Q4,Excel
3663,Q4,PowerPoint
3663,Q4,wordmat
3667,Q4,Excel 2013
3667,Q4,Word 2013
3667,Q4,Outlook 2013
3667,Q4,Access 2013
3667,Q4,Visio 2013
3667,Q4,PowerPoint 2013
3667,Q4,SAP
3667,Q4,Google Chrome
3668,Q4,Microsoft Office pakken
3668,Q4,SAP
3668,Q4,Bestmix
3669,Q4,Microsoft Office
3669,Q4,Microsoft Nav
3671,Q4,Word
3671,Q4,Microsoft 2011 .
3671,Q4,Outlook Microsoft 2011
3671,Q4,Google translate da jeg arbejder meget med fremmedsprog.
3677,Q4,Daily close
3678,Q4,God
3679,Q4,Microsoft word
3679,Q4,
3680,Q4,Gg
3684,Q4,microsoft
3690,Q4,Google docs
3690,Q4,Google sheets. SmartBoard notebook
3690,Q4,Microsoft word
3702,Q4,Microsoft word
3702,Q4,2011
3710,Q4,ved ikk
3718,Q4,IAR Workbench (IAR)
3718,Q4,Visual Studio (Microsoft)
3718,Q4,Microsoft Office
3718,Q4,Pycharm
3719,Q4,Microsoft Windows
3719,Q4,Microsoft Office
3720,Q4,Windows
3724,Q4,Windows
3724,Q4,Excel
3724,Q4,photocam
3724,Q4,kalender
3724,Q4,
3728,Q4,SAP
3731,Q4,Microsoft word nyeste version
3731,Q4,trello
3731,Q4,umbraco
3731,Q4,wordpress
3731,Q4,canva
3731,Q4,pictochart
3731,Q4,ahrefs
3731,Q4,moz
3731,Q4,google (drive
3731,Q4,docs
3731,Q4,sheet - generelt hele google pakken)
3731,Q4,via ritzau
3731,Q4,mynewsdesk
3731,Q4,
3733,Q4,win 10
3737,Q4,Kk
3740,Q4,Dokumentation
3743,Q4,Kommunalt registring
3755,Q4,Microsoft Office
3757,Q4,microsoft word 2016
3761,Q4,Ønsker ikke at oplyse
3762,Q4,Chembiodraw
3763,Q4,Excel
3763,Q4,word
3763,Q4,Outlook
3763,Q4,internet Explorer
3778,Q4,Gyucv
3778,Q4,ucvuvuc
3778,Q4,ugguhuh
3781,Q4,Microsoft word 2011
3782,Q4,Windows 10
3782,Q4,Docubizz
3782,Q4,Autostar
3787,Q4,Ogfice
3789,Q4,Mac
3798,Q4,Microsoft office
3799,Q4,Facebook
3799,Q4,Google
3799,Q4,egenkontrol
3801,Q4,Microsoft excel
3801,Q4,navision stat
3801,Q4,Indfak
3801,Q4,RejsUd
3801,Q4,LDV.
3807,Q4,iOS mest
3815,Q4,Microsoft Word
3815,Q4,Microsoft Excel
3815,Q4,
3820,Q4,MS Excel
3820,Q4,word
3820,Q4,PowerPoint
3820,Q4,Outlook. Google crome
3820,Q4,Navision
3820,Q4,Targit
3820,Q4,Toolpack
3823,Q4,MC word
3823,Q4,MC Excel
3823,Q4,MC powerpoint
3823,Q4,SAS
3823,Q4,CSC
3825,Q4,Microsoft Office
3825,Q4,Outlook
3825,Q4,Scrivener
3825,Q4,
3833,Q4,Xl og photoschop word
3839,Q4,
3845,Q4,word. exell. pdf
3858,Q4,Windows
3858,Q4,IOS
3858,Q4,Care
3858,Q4,Word
3858,Q4,Excel
3858,Q4,Visio
