RecordNo,q,a
2681,Q5,Google Authenticator
2685,Q5,Partner-ADD
2685,Q5,google Analytics
2693,Q5,microsoft office
2693,Q5,mail
2693,Q5,kalender
2696,Q5,
2704,Q5,Citrix
2704,Q5,Facebook
2704,Q5,Outlook
2704,Q5,Carlog
2712,Q5,E
2717,Q5,mail
2718,Q5,Safari
2721,Q5,Ingen
2724,Q5,Mail
2725,Q5,Wunderlist
2725,Q5,mail
2727,Q5,Windows
2728,Q5,Ingen
2730,Q5,...
2732,Q5,Beskeder
2732,Q5,telefon
2736,Q5,-
2750,Q5,Time
2750,Q5,notes
2750,Q5,yr
2752,Q5,Lommeregner
2760,Q5,
2762,Q5,Ingen
2778,Q5,Kalender
2780,Q5,office
2786,Q5,ingen
2790,Q5,Linksprinter
2790,Q5,kamera
2795,Q5,
2796,Q5,ingen
2815,Q5,
2824,Q5,ingen
2835,Q5,Mail
2835,Q5,SMS
2835,Q5,messenger
2837,Q5,Webmail
2840,Q5,Google mail
2850,Q5,Minuba
2850,Q5,outlook
2852,Q5,Dinero
2852,Q5,Firmafon
2852,Q5,OneNote
2852,Q5,Gmail
2856,Q5,Ikke rigtig nogen apps
2857,Q5,Ved ike
2859,Q5,Bio
2859,Q5,Google
2859,Q5,Gmail
2865,Q5,microsoft word
2865,Q5,microsoft excel
2865,Q5,e-mail (ukendt ophav)
2874,Q5,Kommunal ansat
2875,Q5,Aarhus kommunes digitale intra
2875,Q5,
2878,Q5,
2880,Q5,
2881,Q5,Ingen
2884,Q5,
2889,Q5,Catalog
2889,Q5,browser
2895,Q5,
2896,Q5,det samme gælder her
2897,Q5,Ingen.
2900,Q5,Kahoot
2900,Q5,Google Calendar
2900,Q5,PersonaleIntra
2907,Q5,Facebook
2907,Q5,Instagram
2907,Q5,SMS
2907,Q5,kamera
2907,Q5,notesblok
2912,Q5,Word
2914,Q5,Care
2914,Q5,min tid
2914,Q5,min løn
2917,Q5,Noter
2917,Q5,kamera
2917,Q5,beskeder
2917,Q5,LinkedIn
2917,Q5,
2928,Q5,?
2930,Q5,den
2930,Q5,ligger
2930,Q5,på
2930,Q5,arbejdet
2932,Q5,Aner ikke
2932,Q5,hvad de hedder
2934,Q5,
2936,Q5,Office 365
2936,Q5,outlook 365
2936,Q5,salesforce
2936,Q5,speedtest
2936,Q5,chrome
2936,Q5,safari
2936,Q5,fieldservice
2936,Q5,airtable
2936,Q5,
2939,Q5,Dff
2945,Q5,Telefonfunktion
2949,Q5,iphone kamera
2949,Q5,iphone fotos
2952,Q5,Microsoft teams
2952,Q5,skype
2953,Q5,
2956,Q5,mail
2964,Q5,
2966,Q5,
2967,Q5,
2969,Q5,Outlook app
2973,Q5,Telefon
2973,Q5,sms
2977,Q5,0
2978,Q5,10
2980,Q5,Ingen specielt
2992,Q5,
2993,Q5,ved ikke
2994,Q5,telefon appen.
3e3,Q5,
3005,Q5,0
3013,Q5,K
3028,Q5,
3030,Q5,Ikke noget særlige apps
3033,Q5,
3040,Q5,u
3048,Q5,ingen
3049,Q5,
3058,Q5,VSCO
3058,Q5,Snapseed
3058,Q5,Photoshop
3066,Q5,
3069,Q5,
3071,Q5,F2
3071,Q5,microsoft outlook
3072,Q5,Apple
3075,Q5,Windows xp
3089,Q5,Tamigo
3091,Q5,Ingen
3094,Q5,Ingen
3095,Q5,Ved ikk
3096,Q5,Ingen
3098,Q5,Det ved jeg ikke
3100,Q5,Byggeweb
3106,Q5,Ingen
3109,Q5,Ingen
3112,Q5,Skema
3113,Q5,
3114,Q5,Ingen
3116,Q5,MobileIron
3116,Q5,apps@works
3116,Q5,Acubiz
3118,Q5,
3125,Q5,
3131,Q5,Ingen
3134,Q5,
3137,Q5,
3140,Q5,Mail
3143,Q5,Microsoft word 2017
3145,Q5,pas
3150,Q5,Email
3156,Q5,Kun telefon
3156,Q5,mails og sms
3158,Q5,Microsoft outlook
3166,Q5,office
3179,Q5,mail
3179,Q5,internet
3192,Q5,Eksterne
3193,Q5,Ingen apps.
3194,Q5,Gnæ
3195,Q5,Ok
3202,Q5,Ingem
3203,Q5,MS outlook
3203,Q5,SmartLøn
3203,Q5,SAS
3203,Q5,British Airways
3203,Q5,molslinien
3203,Q5,Geberit Campus
3207,Q5,Ingen
3211,Q5,
3212,Q5,Ved ikke
3213,Q5,1
3219,Q5,
3222,Q5,Safari
3228,Q5,MINDBOX All-in-one Calculator Free
3228,Q5,Sigma-Aldrich Molarity Calculator
3228,Q5,New England Biolabs Inc. NEBtools
3228,Q5,Microsoft Corporation Microsoft Outlook
3232,Q5,.
3235,Q5,
3244,Q5,outlook
3247,Q5,Map
3252,Q5,Instagram
3252,Q5,facebook
3252,Q5,outlokk
3254,Q5,android
3259,Q5,Ingen apps
3263,Q5,Skype
3271,Q5,Besked systemet
3273,Q5,Android
3274,Q5,Workspace
3274,Q5,skype
3276,Q5,Siri
3277,Q5,
3279,Q5,Outlook
3285,Q5,ingen
3287,Q5,Kalender
3287,Q5,email
3289,Q5,Danske Bank MobilePay
3290,Q5,ingen apps nødvendige
3292,Q5,Nexus
3292,Q5,Intervare
3298,Q5,Care
3302,Q5,Tiny scanner
3307,Q5,Ingen
3308,Q5,lotus notes
3310,Q5,ingen
3310,Q5,det er bare en telefon
3314,Q5,Dsn sproghjælp
3314,Q5,truede ord
3314,Q5,politikens ordbog
3314,Q5,kahoot
3314,Q5,before or after
3314,Q5,truth or dare kids
3314,Q5,heads up
3320,Q5,Promedicin
3328,Q5,Ingen
3330,Q5,google
3330,Q5,dr.dk
3330,Q5,stofa
3330,Q5,
3335,Q5,Bruger kun kamera og internetfunktion
3336,Q5,Gmail
3336,Q5,Microsoft Outlook
3336,Q5,Google Docs
3336,Q5,Skype
3336,Q5,Chrome
3336,Q5,The Hill
3340,Q5,1
3341,Q5,Ingen
3351,Q5,Mintid
3352,Q5,Det ved jeg ikke
3355,Q5,Ingen
3358,Q5,Ved ikke
3361,Q5,Safri
3362,Q5,ved ikke
3364,Q5,desværre
3374,Q5,Ved ikke
3379,Q5,
3387,Q5,Facebook
3405,Q5,Rejseplanen
3408,Q5,Ingen.
3414,Q5,
3417,Q5,Ingen
3422,Q5,fdbadbfdbad
3427,Q5,Pro.medicin - Patienthåndbogen
3428,Q5,Google play
3433,Q5,Ingen
3435,Q5,Ved ikke
3438,Q5,Ok
3440,Q5,Maps
3440,Q5,
3443,Q5,Har ikke nogen apps på min telefon
3443,Q5,den bruges til at ringe fra og til
3446,Q5,
3448,Q5,google mail
3448,Q5,google calendar
3448,Q5,
3458,Q5,vitamind
3458,Q5,krak
3462,Q5,Exchange
3462,Q5,adobe Reader
3462,Q5,sagsri
3465,Q5,Ved ikke
3467,Q5,K
3470,Q5,
3478,Q5,Outlook
3478,Q5,
3480,Q5,Ingen
3482,Q5,.
3483,Q5,Skype
3494,Q5,Ved ikke
3499,Q5,E-learn
3499,Q5,banking
3499,Q5,
3505,Q5,Google
3514,Q5,Ingen
3516,Q5,ios
3517,Q5,Promedicin
3518,Q5,kun telefon
3522,Q5,WhatsApp
3522,Q5,Google docs
3522,Q5,keynote
3522,Q5,pages
3523,Q5,Phoniro swapp nexus
3524,Q5,U
3528,Q5,ingen
3536,Q5,Instergram
3536,Q5,facebook
3537,Q5,bn
3538,Q5,Vlv blvlv
3543,Q5,FB
3543,Q5,Messenger
3543,Q5,Google Maps
3559,Q5,Ikke nogen.
3564,Q5,Ingen
3572,Q5,++++++
3574,Q5,Ds
3575,Q5,F
3577,Q5,Google chrome
3577,Q5,email app
3578,Q5,Outlook
3580,Q5,Chrome
3580,Q5,Outlook
3580,Q5,netbank
3580,Q5,mobilepay
3587,Q5,Microsoft Outlook
3593,Q5,Microsoft Office
3593,Q5,Adobe
3597,Q5,Ved ikke
3599,Q5,iPhone og sundhedsplatformen
3600,Q5,
3601,Q5,
3602,Q5,Google
3602,Q5,Snapchat
3602,Q5,postnord
3604,Q5,Pensionist
3611,Q5,D
3612,Q5,Hf
3613,Q5,None
3620,Q5,Hg
3621,Q5,J
3622,Q5,Fd
3632,Q5,Tizen
3633,Q5,Kj
3637,Q5,google
3644,Q5,Wunderlist
3648,Q5,Sms
3660,Q5,Chrome
3660,Q5,outlook
3660,Q5,
3663,Q5,Woop
3667,Q5,Mail
3667,Q5,eget firmaudviklet programmer
3668,Q5,Opkald og sms
3669,Q5,Ingen apps
3671,Q5,Jeg MÅ ikke bruge min telefon i mit arbejde i et ministerium. Så jeg bruger blot Google privat og faktisk utrolig få apps privat. Jeg bruger ingen Apps på jobbet.
3677,Q5,Ingen særlige
3678,Q5,Flot
3679,Q5,
3679,Q5,
3680,Q5,Vgr
3684,Q5,
3690,Q5,Kahoot
3702,Q5,
3710,Q5,ved ikk
3718,Q5,
3719,Q5,Ingen specifikke
3720,Q5,Ingen
3724,Q5,Messenger
3724,Q5,google
3724,Q5,Adobe Scan
3724,Q5,noter
3724,Q5,lommeregner
3724,Q5,arkiver
3724,Q5,sundhed
3724,Q5,påmindelser
3724,Q5,
3728,Q5,SAP
3731,Q5,Trello
3731,Q5,google
3733,Q5,neutralt
3737,Q5,
3737,Q5,
3740,Q5,Dokumentation
3743,Q5,Kamera funktion til dokumentation
3755,Q5,Upwork
3757,Q5,ingen
3761,Q5,Facebook
3761,Q5,og spil
3762,Q5,Ingen
3763,Q5,Microsoft calender
3763,Q5,mail
3778,Q5,Buvuub
3781,Q5,Ved ikke
3782,Q5,Ingen
3787,Q5,Good
3789,Q5,apple
3798,Q5,Ingen
3799,Q5,Facebook
3799,Q5,Google
3799,Q5,egenkontrol
3801,Q5,
3807,Q5,iPhone iTunes
3815,Q5,Samsung Notes
3815,Q5,apps fra uddannelse
3820,Q5,Ingen
3823,Q5,MC outlook
3825,Q5,Microsoft Office
3825,Q5,Airmail
3833,Q5,Foto ap scanning ap
3839,Q5,Contexto Reverso
3845,Q5,ved ikke
3858,Q5,MinSamtale
3858,Q5,Outlook
3858,Q5,Skype for Business
3865,Q5,Google kalender
3870,Q5,
3872,Q5,
3873,Q5,
3882,Q5,
3889,Q5,outlook
3889,Q5,kalender
3894,Q5,Ingen
3895,Q5,Ved ikke
3902,Q5,Mobilerne
3902,Q5,
3903,Q5,Fotos til dokumentation
3925,Q5,Firmafon
3943,Q5,Outlook
3944,Q5,X
1,Q6,Pages words
5,Q6,
6,Q6,
16,Q6,Outlook
16,Q6,Chrome
19,Q6,google
23,Q6,
25,Q6,
27,Q6,
29,Q6,Word
29,Q6,outlook
29,Q6,Excel
29,Q6,
30,Q6,
33,Q6,
34,Q6,Email
35,Q6,
36,Q6,I create my own tools and apps for my work tasks
37,Q6,
38,Q6,Mail
39,Q6,Outlook
40,Q6,Ingen
45,Q6,
46,Q6,
49,Q6,
51,Q6,Fuze
51,Q6,Google mail
57,Q6,Børsen
59,Q6,Facebook
59,Q6,Instagram
62,Q6,nexus
63,Q6,Autodesk Fusion
63,Q6,Microsoft Outlook
63,Q6,Microsoft Onedrive
64,Q6,Edok
64,Q6,google
74,Q6,
76,Q6,Ingen
77,Q6,Citrix VPN.
81,Q6,exchange
84,Q6,
90,Q6,
93,Q6,Ingen specifikt
95,Q6,
97,Q6,
100,Q6,n/a
105,Q6,
108,Q6,Ingen
112,Q6,
114,Q6,Appe mail
114,Q6,facebook messenger
114,Q6,apple kalender
118,Q6,ingen ide
119,Q6,Planner Pro
119,Q6,dropbox
119,Q6,facebook
119,Q6,mail
119,Q6,zoho invoices
129,Q6,
130,Q6,Diverse browsere samt Cisco vpn
136,Q6,powerpoint
136,Q6,excel
136,Q6,word
142,Q6,
143,Q6,
145,Q6,
146,Q6,
147,Q6,
154,Q6,
155,Q6,Ingen idé
161,Q6,Outlook
161,Q6,explorer
168,Q6,-
169,Q6,
171,Q6,
173,Q6,Office 365
174,Q6,google
174,Q6,mac
174,Q6,
176,Q6,Mange forskellige
179,Q6,
184,Q6,
185,Q6,cura
190,Q6,My food saver
191,Q6,
192,Q6,
193,Q6,
205,Q6,
207,Q6,
208,Q6,
209,Q6,
210,Q6,Mail (Apples)
210,Q6,Safari
210,Q6,kalender (Apples)
210,Q6,Kamera (Apples)
210,Q6,Fotos (Apples)
210,Q6,kontakter (Apples)
210,Q6,Noter (Apples)
210,Q6,Påmindelser (Apples)
210,Q6,OneDrive (Microsoft)
210,Q6,TalkTablet DA (Gus communications)
210,Q6,IntoWords (MV-Nordic)
210,Q6,Predictable (TherapyBox)
210,Q6,Avaz (Avaz inc.)
210,Q6,GoTalk Now (Attainment company)
210,Q6,Handikalender (Abilia)
210,Q6,MemoAssist (Hart Designs)
210,Q6,e-reolen (Aarhus kommunes biblioteker)
210,Q6,Bitsboard (Happy moose apps)
210,Q6,AirWatch (AirWatch LLC)
210,Q6,Nota bibliotek (Nota.dk)
212,Q6,
214,Q6,
216,Q6,
218,Q6,
220,Q6,Ingen
221,Q6,Mail
225,Q6,
226,Q6,google
228,Q6,-
237,Q6,Synchronicer
237,Q6,skyhost
240,Q6,
241,Q6,
242,Q6,
244,Q6,MS word
246,Q6,Google Drev
252,Q6,
254,Q6,
255,Q6,
257,Q6,
258,Q6,Office
259,Q6,
263,Q6,
264,Q6,Chrome
267,Q6,
271,Q6,
273,Q6,
275,Q6,
277,Q6,
285,Q6,
286,Q6,
287,Q6,
288,Q6,
301,Q6,
303,Q6,
305,Q6,
308,Q6,
312,Q6,outlook
314,Q6,
315,Q6,
316,Q6,
317,Q6,Microsoft outlook
317,Q6,microsoft word
323,Q6,
324,Q6,
328,Q6,Outlook
329,Q6,
332,Q6,
333,Q6,
334,Q6,Microsoft Office 365
334,Q6,Microsoft OneDrive
334,Q6,Wordpress
334,Q6,Affinity Photo
334,Q6,Affinity Design
336,Q6,
337,Q6,MS outlook
337,Q6,Mail
337,Q6,Calender
339,Q6,outlook
339,Q6,safari
340,Q6,
342,Q6,
344,Q6,?
346,Q6,
351,Q6,
354,Q6,
355,Q6,Viggo
357,Q6,
359,Q6,Google Chrome
359,Q6,Medicin.dk
363,Q6,
364,Q6,Mail
364,Q6,slack
366,Q6,
367,Q6,-
372,Q6,Safari
376,Q6,+
380,Q6,
381,Q6,
382,Q6,
385,Q6,First Agenda Prepare
385,Q6,kalender
385,Q6,post
388,Q6,
391,Q6,
393,Q6,Undervisningsmaterialer
399,Q6,
399,Q6,
408,Q6,
409,Q6,
410,Q6,citrix
414,Q6,
419,Q6,
423,Q6,
427,Q6,
433,Q6,Google
433,Q6,Chrome
433,Q6,outlook
433,Q6,note
437,Q6,iron
446,Q6,
447,Q6,Ingen
448,Q6,Intra
450,Q6,Microsoft Outlook
450,Q6,docunote
451,Q6,
456,Q6,fsafffff
465,Q6,Mange
469,Q6,
470,Q6,
472,Q6,
473,Q6,
475,Q6,
477,Q6,
478,Q6,Word
479,Q6,
482,Q6,
486,Q6,
488,Q6,outlook 365
489,Q6,Alle
490,Q6,
492,Q6,
494,Q6,
495,Q6,Samme som på mobil
498,Q6,
499,Q6,
509,Q6,
511,Q6,
513,Q6,
515,Q6,
517,Q6,
517,Q6,
518,Q6,
519,Q6,ingen
521,Q6,
522,Q6,
523,Q6,
536,Q6,Office 365
536,Q6,Salesforce
537,Q6,
545,Q6,
554,Q6,
560,Q6,
563,Q6,
567,Q6,
567,Q6,
572,Q6,
577,Q6,
577,Q6,
579,Q6,Mdm
579,Q6,
581,Q6,Ved ikke
582,Q6,
583,Q6,
586,Q6,
594,Q6,
597,Q6,Kan ikke huske
600,Q6,
607,Q6,Outlook
609,Q6,
612,Q6,Predictable
616,Q6,
620,Q6,
620,Q6,
622,Q6,
625,Q6,
627,Q6,Ved ikke
628,Q6,
633,Q6,
634,Q6,
644,Q6,
645,Q6,
648,Q6,
650,Q6,ved ikke
651,Q6,
653,Q6,
657,Q6,Husker ikke
659,Q6,div
661,Q6,word
662,Q6,
666,Q6,woutlook
666,Q6,Word
666,Q6,Explorer
666,Q6,Adobe reader
669,Q6,OneNote
669,Q6,DirectorsDesk
676,Q6,
682,Q6,
683,Q6,
690,Q6,
694,Q6,Google
696,Q6,
699,Q6,
703,Q6,Messenger
709,Q6,
714,Q6,
718,Q6,
720,Q6,cura
732,Q6,Issue- 2017
732,Q6,word-2016
732,Q6,Excel-2016
732,Q6,IDA-2016
732,Q6,jump-2014
732,Q6,Navision-2016
736,Q6,
738,Q6,
739,Q6,
742,Q6,?
744,Q6,
745,Q6,
747,Q6,
749,Q6,Mail program indbygget i iOS
750,Q6,
761,Q6,
762,Q6,
763,Q6,Safari
763,Q6,Google
768,Q6,Outlook
768,Q6,microsoft
768,Q6,excel og word
780,Q6,-
781,Q6,
783,Q6,
787,Q6,
790,Q6,
795,Q6,
796,Q6,microsoft office owa
803,Q6,
804,Q6,
806,Q6,
813,Q6,
815,Q6,
816,Q6,
817,Q6,
828,Q6,
830,Q6,Office 365
830,Q6,outlook
832,Q6,Nexus
836,Q6,
838,Q6,Sydbank
839,Q6,Os
841,Q6,
843,Q6,
851,Q6,
858,Q6,Twitter
858,Q6,alle danske dagblades apps
858,Q6,Mention
858,Q6,
861,Q6,
863,Q6,Samme som på iPhone
864,Q6,
865,Q6,
867,Q6,Ingen pt
868,Q6,
869,Q6,Ipad
870,Q6,
873,Q6,
875,Q6,
876,Q6,Www
877,Q6,
879,Q6,
880,Q6,
881,Q6,
883,Q6,
884,Q6,Microsoft excel
886,Q6,
887,Q6,Ingen
888,Q6,
894,Q6,
899,Q6,
902,Q6,
904,Q6,Excel
913,Q6,ingen
915,Q6,mange
927,Q6,
931,Q6,
932,Q6,
933,Q6,Notes
935,Q6,
937,Q6,ved ikke
938,Q6,
939,Q6,
943,Q6,Pages
944,Q6,
947,Q6,Autodesk sketchbook
953,Q6,
954,Q6,
957,Q6,
961,Q6,
965,Q6,
975,Q6,
977,Q6,
979,Q6,
987,Q6,
1010,Q6,
1011,Q6,INFOBA
1011,Q6,facebook
1011,Q6,
1035,Q6,
1041,Q6,word365
1042,Q6,windos
1052,Q6,
1054,Q6,
1057,Q6,Firma apps
1059,Q6,
1064,Q6,Iauditor
1065,Q6,
1066,Q6,
1068,Q6,
1074,Q6,Office 2018
1082,Q6,
1083,Q6,MS Office 365
1090,Q6,
1093,Q6,
1094,Q6,
1098,Q6,
1100,Q6,Intercom
1100,Q6,Synology
1102,Q6,
1103,Q6,
1104,Q6,
1106,Q6,Opera
1106,Q6,en vilkårlig pdf-viser
1106,Q6,mail program
1107,Q6,
1108,Q6,Micro soft-word
1110,Q6,Adobe acrobat Reader
1115,Q6,vivino
1115,Q6,fødevare styring
1116,Q6,
1117,Q6,
1122,Q6,
1130,Q6,
1138,Q6,
1139,Q6,Spejl af min bærbare PC
1144,Q6,Specialprogrammer
1144,Q6,word
1145,Q6,Ios
1147,Q6,
1150,Q6,
1155,Q6,MS Outlook
1156,Q6,Ingen
1158,Q6,
1159,Q6,ved ikke
1161,Q6,
1166,Q6,
1170,Q6,
1171,Q6,
1172,Q6,
1174,Q6,
1177,Q6,0
1178,Q6,
1196,Q6,
1210,Q6,
1217,Q6,Ved ikke
1221,Q6,
1222,Q6,?
1223,Q6,
1224,Q6,
1226,Q6,
1227,Q6,
1235,Q6,
1238,Q6,
1243,Q6,
1245,Q6,Cura (Systematric)
1245,Q6,Tidlig opsporing plus (Symmetric)
1246,Q6,
1253,Q6,
1257,Q6,
1262,Q6,Notes
1263,Q6,Asp
1264,Q6,notes
1264,Q6,infor
1265,Q6,Wunderoman gmbh
1267,Q6,simply a lot
1269,Q6,
1271,Q6,
1275,Q6,
1280,Q6,
1282,Q6,
1291,Q6,famly
1296,Q6,
1305,Q6,
1308,Q6,
1309,Q6,Mail
1322,Q6,
1324,Q6,
1326,Q6,
1328,Q6,
1329,Q6,
1338,Q6,IPad
1339,Q6,
1351,Q6,Mange
1352,Q6,
1354,Q6,
1357,Q6,Nexus
1358,Q6,
1362,Q6,ingen
1363,Q6,
1369,Q6,Ingen specifik app.
1375,Q6,Kulhydrattælling diabetesforeningen
1376,Q6,Ved
1376,Q6,ikke
1380,Q6,
1382,Q6,Microsoft outlook
1382,Q6,Microsoft 365
1382,Q6,
1384,Q6,bruger kun standart funk til mit arbejde
1389,Q6,Samme som telefon
1395,Q6,
1401,Q6,Sensum
1403,Q6,
1405,Q6,Appinux
1405,Q6,intoWords
1405,Q6,min løn
1405,Q6,prizmo go
1405,Q6,citrix
1412,Q6,
1413,Q6,
1414,Q6,
1416,Q6,ios
1424,Q6,
1425,Q6,
1430,Q6,fagrelateret app
1434,Q6,
1444,Q6,
1445,Q6,De samme som på pc
1446,Q6,
1454,Q6,Mail
1456,Q6,
1460,Q6,Mail
1460,Q6,Ovivo - et vikarprogram
1464,Q6,
1465,Q6,
1467,Q6,Apple mail
1470,Q6,Ingen
1481,Q6,
1484,Q6,.
1487,Q6,
1491,Q6,
1492,Q6,
1493,Q6,
1496,Q6,
1497,Q6,Adapt
1498,Q6,Ved ikke
1508,Q6,Pages
1508,Q6,facebook
1508,Q6,mail
1514,Q6,
1520,Q6,
1530,Q6,
1531,Q6,Mail
1531,Q6,kalender
1531,Q6,salesforce
1531,Q6,danløn
1531,Q6,
1536,Q6,
1545,Q6,
1552,Q6,Det er mange
1556,Q6,
1557,Q6,.
1560,Q6,
1562,Q6,
1563,Q6,
1564,Q6,
1568,Q6,
1571,Q6,
1576,Q6,Outlook
1580,Q6,Whoop app
1580,Q6,Officepakken
1580,Q6,browser
1586,Q6,Ms Office pakke
1601,Q6,
1605,Q6,Outlook
1605,Q6,Explore
1605,Q6,Word
1605,Q6,PDF
1606,Q6,
1609,Q6,ingen
1612,Q6,
1615,Q6,
1626,Q6,
1628,Q6,Ingen
1632,Q6,
1633,Q6,Ingen
1637,Q6,bum
1642,Q6,
1647,Q6,
1653,Q6,
1666,Q6,Kodak moments
1666,Q6,Whoosh 3D
1666,Q6,phasebook
1668,Q6,
1673,Q6,
1676,Q6,
1677,Q6,
1680,Q6,
1681,Q6,ved ikke
1683,Q6,
1684,Q6,
1685,Q6,skype business
1685,Q6,office
1690,Q6,
1691,Q6,
1692,Q6,
1696,Q6,Outlook
1703,Q6,Safari
1703,Q6,min uddannelse
1703,Q6,
1714,Q6,Google
1714,Q6,krak
1723,Q6,Mail
1723,Q6,web
1723,Q6,rejse og hotel apps.
1732,Q6,Arkibas
1732,Q6,Safari
1732,Q6,Billedbehandling
1734,Q6,ajour
1736,Q6,
1737,Q6,
1738,Q6,Murcia
1751,Q6,
1755,Q6,xx
1763,Q6,office365
1768,Q6,
1777,Q6,
1787,Q6,
1788,Q6,
1805,Q6,Safari
1805,Q6,en e-mail app
1806,Q6,
1810,Q6,Outlook
1810,Q6,Google
1813,Q6,
1816,Q6,
1824,Q6,Apple iOS 11.4.1
1824,Q6,Kalender
1824,Q6,Mail
1824,Q6,Beskeder
1824,Q6,Noter
1824,Q6,Facebook
1824,Q6,Bloomberg Finans
1824,Q6,Microsoft Excel
1824,Q6,Microsoft Word.
1830,Q6,
1831,Q6,
1832,Q6,Ikke nogle specielle
1833,Q6,Netbank
1836,Q6,
1838,Q6,office
1842,Q6,
1850,Q6,
1851,Q6,
1858,Q6,
1861,Q6,-
1863,Q6,?
1865,Q6,
1866,Q6,
1871,Q6,Pas
1873,Q6,
1881,Q6,Bank
1884,Q6,
1885,Q6,
1886,Q6,Sp
1889,Q6,
1890,Q6,
1894,Q6,
1899,Q6,microsoft 2010
1899,Q6,office 2010
1900,Q6,Læsløs
1911,Q6,ved ikke
1912,Q6,Bruger ikke umiddelbart apps
1914,Q6,
1918,Q6,
1922,Q6,
1926,Q6,
1929,Q6,
1934,Q6,
1940,Q6,
1946,Q6,
1949,Q6,office365
1952,Q6,Ingen
1958,Q6,Sygdom.dk
1959,Q6,
1965,Q6,Classroom
1968,Q6,
1970,Q6,Ingen
1971,Q6,
1977,Q6,
1980,Q6,
1985,Q6,
1988,Q6,
1989,Q6,Office
1994,Q6,Admin Control
1995,Q6,
1998,Q6,
1999,Q6,Google
1999,Q6,Microsoft Excel
1999,Q6,Microsoft word
2004,Q6,
2023,Q6,
2025,Q6,
2032,Q6,
2042,Q6,
2072,Q6,
2077,Q6,
2078,Q6,RB Digital
2078,Q6,Safari
2079,Q6,
2086,Q6,
2088,Q6,egene programmer
2093,Q6,word
2095,Q6,
2110,Q6,?
2117,Q6,
2122,Q6,
2124,Q6,
2137,Q6,
2138,Q6,Pages
2143,Q6,
2149,Q6,
2158,Q6,X
2159,Q6,
2161,Q6,Ingen
2172,Q6,
2177,Q6,Yoga
2180,Q6,Meebook
2180,Q6,google drev
2190,Q6,Safari
2199,Q6,
2201,Q6,nettet
2205,Q6,ved ikke
2210,Q6,
2217,Q6,se foregående svar
2218,Q6,
2219,Q6,
2221,Q6,
2222,Q6,
2229,Q6,
2232,Q6,
2236,Q6,Husker ikke
2237,Q6,Whatson
2237,Q6,Power point
2241,Q6,alle
2241,Q6,tænkelige
2244,Q6,
2254,Q6,
2260,Q6,
2262,Q6,
2264,Q6,
2265,Q6,Jeg ved det ikke
2272,Q6,WORD 2016
2272,Q6,EXCEL 2016
2275,Q6,Kalender (Apple)
2275,Q6,IBooks (Apple)
2275,Q6,Mail (Apple)
2275,Q6,Pages (Apple)
2275,Q6,FileMaker Go (FileMaker Inc)
2276,Q6,
2284,Q6,outlook
2284,Q6,word
2284,Q6,powerpoint
2285,Q6,Windows
2285,Q6,knd
2286,Q6,
2300,Q6,X
2301,Q6,
2304,Q6,Ingen
2307,Q6,
2312,Q6,Mail
2320,Q6,
2330,Q6,
2333,Q6,
2338,Q6,?
2339,Q6,
2342,Q6,webdyr
2342,Q6,google
2342,Q6,messenger
2348,Q6,
2356,Q6,
2357,Q6,IOS
2359,Q6,
2364,Q6,
2367,Q6,????
2369,Q6,
2370,Q6,EG bolig
2373,Q6,Ingen
2375,Q6,
2377,Q6,
2379,Q6,
2380,Q6,
2381,Q6,
2382,Q6,
2384,Q6,safari
2384,Q6,drdk
2384,Q6,redtube
2391,Q6,
2395,Q6,
2407,Q6,Safari
2407,Q6,google
2407,Q6,microsoft Office
2407,Q6,
2412,Q6,Outlook samt egenudviklede applikationet
2419,Q6,
2429,Q6,
2442,Q6,Safari
2442,Q6,besked
2442,Q6,mail
2442,Q6,Big note
2442,Q6,Office
2442,Q6,FaceTime
2442,Q6,kalender
2442,Q6,notater
2448,Q6,de opdatere apps
2451,Q6,
2453,Q6,
2465,Q6,
2467,Q6,
2471,Q6,Ved ikke
2474,Q6,H
2481,Q6,
2482,Q6,
2504,Q6,ingen
2514,Q6,_Lkæl
2516,Q6,Nexux. Fra KMD. FMK ? VAR. ??
2517,Q6,Book creator
2517,Q6,Gladsaxe kommune app
2517,Q6,intra
2527,Q6,Nexus
2527,Q6,pleje.net
2531,Q6,Apple
2532,Q6,
2536,Q6,Cura
2540,Q6,
2541,Q6,
2542,Q6,
2544,Q6,
2557,Q6,
2558,Q6,?
2566,Q6,
2567,Q6,
2568,Q6,
2570,Q6,Eforsyning
2571,Q6,
2578,Q6,
2579,Q6,Hr manager
2581,Q6,
2583,Q6,
2586,Q6,Microsoft Outlook
2588,Q6,
2597,Q6,
2599,Q6,
2609,Q6,?????????
2613,Q6,Nexus
2613,Q6,tidlig Opsparring
2627,Q6,
2630,Q6,notes
2634,Q6,
2636,Q6,Ingen
2639,Q6,
2640,Q6,
2649,Q6,goggle
2649,Q6,microsoft
2649,Q6,gmail
2650,Q6,
2653,Q6,Outlook
2659,Q6,
2661,Q6,
2663,Q6,ingen
2665,Q6,Word pakken
2666,Q6,micro soft
2669,Q6,
2671,Q6,
2674,Q6,
2675,Q6,
2677,Q6,Gf
2678,Q6,Gh
2680,Q6,Fotobehandling
2681,Q6,
2685,Q6,
2693,Q6,
2696,Q6,
2704,Q6,
2712,Q6,R
2717,Q6,
2718,Q6,
