"","RecordNo","q","a","Q18_1_open","Q18a"
"5352",2609,"Q5",NA,"sosu","???????????"
"5353",2609,"Q7","Sonatype Nexus","sosu","???????????"
"5354",2613,"Q4","Citrix","Social - og sundhedsassistent","Sygeplejeopgaver og dokumentation"
"5355",2613,"Q4","Sonatype Nexus","Social - og sundhedsassistent","Sygeplejeopgaver og dokumentation"
"5356",2613,"Q6",NA,"Social - og sundhedsassistent","Sygeplejeopgaver og dokumentation"
"5357",2613,"Q7","Sonatype Nexus","Social - og sundhedsassistent","Sygeplejeopgaver og dokumentation"
"5358",2613,"Q6","Sonatype Nexus","Social - og sundhedsassistent","Sygeplejeopgaver og dokumentation"
"5359",2613,"Q5","Sonatype Nexus","Social - og sundhedsassistent","Sygeplejeopgaver og dokumentation"
"5360",2613,"Q5",NA,"Social - og sundhedsassistent","Sygeplejeopgaver og dokumentation"
"5361",2613,"Q4","Tidlig opsporing plus (Symmetric)","Social - og sundhedsassistent","Sygeplejeopgaver og dokumentation"
"5362",2627,"Q4",NA,"",""
"5363",2627,"Q5",NA,"",""
"5364",2627,"Q6",NA,"",""
"5365",2627,"Q4",NA,"",""
"5366",2627,"Q5",NA,"",""
"5367",2627,"Q7",NA,"",""
"5368",2627,"Q7",NA,"",""
"5369",2630,"Q4","M3","intern konsulent","tele salg"
"5370",2630,"Q5","Apple Notes","intern konsulent","tele salg"
"5371",2630,"Q6","Apple Notes","intern konsulent","tele salg"
"5372",2630,"Q7",NA,"intern konsulent","tele salg"
"5373",2634,"Q4","KMD Mainframe","Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5374",2634,"Q7",NA,"Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5375",2634,"Q4","MS OneDrive","Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5376",2634,"Q4","Internet Explorer","Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5377",2634,"Q4",NA,"Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5378",2634,"Q5",NA,"Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5379",2634,"Q4","KMD","Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5380",2634,"Q4","KMD SAG","Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5381",2634,"Q4","MS Office","Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5382",2634,"Q4","Fasit","Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5383",2634,"Q6",NA,"Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5384",2634,"Q4","Aktiv (KMD)","Socialrådgiver","Afholder lovpligtige samtaler med aktivitetsprate ledige over 30; samt har ansvar for at planlægge og iværksætte en beskæftigelsesfremmende indsats"
"5385",2636,"Q4","Power Pivot","Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5386",2636,"Q4","MS Outlook 2016","Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5387",2636,"Q4","MS Navision","Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5388",2636,"Q6",NA,"Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5389",2636,"Q7",NA,"Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5390",2636,"Q4","BEC","Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5391",2636,"Q4","MS Excel 2016","Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5392",2636,"Q4","EnableSoft Foxtrot","Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5393",2636,"Q5",NA,"Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5394",2636,"Q4","FrontInvest (E-front)","Business Controller","Udføre afstemninger; opsætter RPA processer; machine learnibg modeller; udarbejder rapporter."
"5395",2639,"Q7",NA,"pædagog","løn og budget"
"5396",2639,"Q6",NA,"pædagog","løn og budget"
"5397",2639,"Q5",NA,"pædagog","løn og budget"
"5398",2639,"Q4","MS Excel","pædagog","løn og budget"
"5399",2639,"Q4","KMD","pædagog","løn og budget"
"5400",2639,"Q4","MS Word","pædagog","løn og budget"
"5401",2640,"Q4","MS Office","ecommerce manager","Analyser"
"5402",2640,"Q4","Google Chrome","ecommerce manager","Analyser"
"5403",2640,"Q6",NA,"ecommerce manager","Analyser"
"5404",2640,"Q4",NA,"ecommerce manager","Analyser"
"5405",2640,"Q7",NA,"ecommerce manager","Analyser"
"5406",2640,"Q5","Apple Mail","ecommerce manager","Analyser"
"5407",2649,"Q7","Google Mail","Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5408",2649,"Q6",NA,"Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5409",2649,"Q7","MS Excel","Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5410",2649,"Q6","Google Mail","Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5411",2649,"Q5","Google Mail","Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5412",2649,"Q7","MS Word","Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5413",2649,"Q6","MS Office","Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5414",2649,"Q7",NA,"Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5415",2649,"Q5",NA,"Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5416",2649,"Q7","AXAPTA","Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5417",2649,"Q4",NA,"Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5418",2649,"Q4","MS Excel","Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5419",2649,"Q5",NA,"Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5420",2649,"Q4","AXAPTA","Regnskabschef","Udarbejd budgetter; nøgletal; rapporter"
"5421",2650,"Q6",NA,"Strategisk indkøber","Forhandler kontrakter"
"5422",2650,"Q4","Nova","Strategisk indkøber","Forhandler kontrakter"
"5423",2650,"Q5","MS Outlook","Strategisk indkøber","Forhandler kontrakter"
"5424",2650,"Q4","Skype","Strategisk indkøber","Forhandler kontrakter"
"5425",2650,"Q4","MS Word","Strategisk indkøber","Forhandler kontrakter"
"5426",2650,"Q4",NA,"Strategisk indkøber","Forhandler kontrakter"
"5427",2650,"Q7",NA,"Strategisk indkøber","Forhandler kontrakter"
"5428",2650,"Q4","MS Excel","Strategisk indkøber","Forhandler kontrakter"
"5429",2650,"Q4",NA,"Strategisk indkøber","Forhandler kontrakter"
"5430",2650,"Q4","MS Dynamics C5","Strategisk indkøber","Forhandler kontrakter"
"5431",2653,"Q4",NA,"System administrator","System ansvarlig med support funktion"
"5432",2653,"Q7",NA,"System administrator","System ansvarlig med support funktion"
"5433",2653,"Q6",NA,"System administrator","System ansvarlig med support funktion"
"5434",2653,"Q4","MS Excel","System administrator","System ansvarlig med support funktion"
"5435",2653,"Q4","Carus","System administrator","System ansvarlig med support funktion"
"5436",2653,"Q5",NA,"System administrator","System ansvarlig med support funktion"
"5437",2653,"Q4","Skype","System administrator","System ansvarlig med support funktion"
"5438",2659,"Q4",NA,"Development Manager","Driftsansvarlig"
"5439",2659,"Q4","ServiceNow","Development Manager","Driftsansvarlig"
"5440",2659,"Q6",NA,"Development Manager","Driftsansvarlig"
"5441",2659,"Q4","MS Office","Development Manager","Driftsansvarlig"
"5442",2659,"Q5",NA,"Development Manager","Driftsansvarlig"
"5443",2659,"Q7",NA,"Development Manager","Driftsansvarlig"
"5444",2659,"Q5",NA,"Development Manager","Driftsansvarlig"
"5445",2661,"Q5",NA,"Økonomiassistent","Tager mig af kundernes økonomi fra a-z"
"5446",2661,"Q4","MS Navision","Økonomiassistent","Tager mig af kundernes økonomi fra a-z"
"5447",2661,"Q6",NA,"Økonomiassistent","Tager mig af kundernes økonomi fra a-z"
"5448",2661,"Q7","E-conomic","Økonomiassistent","Tager mig af kundernes økonomi fra a-z"
"5449",2661,"Q7",NA,"Økonomiassistent","Tager mig af kundernes økonomi fra a-z"
"5450",2661,"Q4","MS Excel","Økonomiassistent","Tager mig af kundernes økonomi fra a-z"
"5451",2661,"Q4","E-conomic","Økonomiassistent","Tager mig af kundernes økonomi fra a-z"
"5452",2661,"Q4","LESSOR-Workforce","Økonomiassistent","Tager mig af kundernes økonomi fra a-z"
"5453",2661,"Q7","Danløn","Økonomiassistent","Tager mig af kundernes økonomi fra a-z"
"5454",2663,"Q6",NA,"områdeleder i forlystelsespark","Sørger for bemanding/personale; oplæring; overblik over sikkerhed; organiserer; koordinerer og udueligerer."
"5455",2663,"Q7",NA,"områdeleder i forlystelsespark","Sørger for bemanding/personale; oplæring; overblik over sikkerhed; organiserer; koordinerer og udueligerer."
"5456",2663,"Q7","LESSOR-Workforce","områdeleder i forlystelsespark","Sørger for bemanding/personale; oplæring; overblik over sikkerhed; organiserer; koordinerer og udueligerer."
"5457",2663,"Q5",NA,"områdeleder i forlystelsespark","Sørger for bemanding/personale; oplæring; overblik over sikkerhed; organiserer; koordinerer og udueligerer."
"5458",2663,"Q4",NA,"områdeleder i forlystelsespark","Sørger for bemanding/personale; oplæring; overblik over sikkerhed; organiserer; koordinerer og udueligerer."
"5459",2665,"Q6","MS Word","",""
"5460",2665,"Q5","Snapchat","",""
"5461",2665,"Q5","Facebook Messenger","",""
"5462",2665,"Q5","Instagram","",""
"5463",2665,"Q4","Matlab","",""
"5464",2665,"Q7","Smartplan","",""
"5465",2665,"Q4","MS Word 2017","",""
"5466",2666,"Q5",NA,"",""
"5467",2666,"Q4",NA,"",""
"5468",2666,"Q7",NA,"",""
"5469",2666,"Q6",NA,"",""
"5470",2669,"Q5",NA,"Projektleder","salgs og teknikersupport; fakturering og administrativ opfølgning"
"5471",2669,"Q7",NA,"Projektleder","salgs og teknikersupport; fakturering og administrativ opfølgning"
"5472",2669,"Q4","MS Outlook","Projektleder","salgs og teknikersupport; fakturering og administrativ opfølgning"
"5473",2669,"Q6",NA,"Projektleder","salgs og teknikersupport; fakturering og administrativ opfølgning"
"5474",2671,"Q7","Adform","",""
"5475",2671,"Q7","Google Analytics","",""
"5476",2671,"Q7","Google Adwords","",""
"5477",2671,"Q4","MS PowerPoint 2016","",""
"5478",2671,"Q6",NA,"",""
"5479",2671,"Q4","Adform","",""
"5480",2671,"Q5",NA,"",""
"5481",2671,"Q4","Google Adwords","",""
"5482",2671,"Q7","Facebook Business Manager","",""
"5483",2671,"Q4","Facebook Business Manager","",""
"5484",2671,"Q4","MS Excel 2016","",""
"5485",2671,"Q4","Google Analytics","",""
"5486",2674,"Q5",NA,"Praktikant","SEM; tekstforfatning"
"5487",2674,"Q7",NA,"Praktikant","SEM; tekstforfatning"
"5488",2674,"Q4","Adobe Creative Suite","Praktikant","SEM; tekstforfatning"
"5489",2674,"Q6",NA,"Praktikant","SEM; tekstforfatning"
"5490",2675,"Q7","ProMedicin","Sosu assistent","Passer ældre"
"5491",2675,"Q5",NA,"Sosu assistent","Passer ældre"
"5492",2675,"Q6",NA,"Sosu assistent","Passer ældre"
"5493",2675,"Q4",NA,"Sosu assistent","Passer ældre"
"5494",2675,"Q5",NA,"Sosu assistent","Passer ældre"
"5495",2675,"Q4","Cura","Sosu assistent","Passer ældre"
"5496",2677,"Q7",NA,"Jg","Jh"
"5497",2677,"Q4",NA,"Jg","Jh"
"5498",2677,"Q6",NA,"Jg","Jh"
"5499",2677,"Q5",NA,"Jg","Jh"
"5500",2678,"Q4",NA,"Dr","F"
"5501",2678,"Q7",NA,"Dr","F"
"5502",2678,"Q5",NA,"Dr","F"
"5503",2678,"Q6",NA,"Dr","F"
"5504",2680,"Q6","Fotobehandling","",""
"5505",2680,"Q7","Fotobehandling","",""
"5506",2680,"Q4","Fotobehandling","",""
"5507",2680,"Q5",NA,"",""
"5508",2681,"Q4","MS SQL Server","Softwareudvikler","Udvikler software"
"5509",2681,"Q4","MySQL Workbench","Softwareudvikler","Udvikler software"
"5510",2681,"Q4","SQLyog (Webyog)","Softwareudvikler","Udvikler software"
"5511",2681,"Q4","Adobe Acrobat Reader","Softwareudvikler","Udvikler software"
"5512",2681,"Q4","MS Paint","Softwareudvikler","Udvikler software"
"5513",2681,"Q4","Paint.net","Softwareudvikler","Udvikler software"
"5514",2681,"Q4","MS SQL Server","Softwareudvikler","Udvikler software"
"5515",2681,"Q4","TortoiseSVN","Softwareudvikler","Udvikler software"
"5516",2681,"Q4","Skype for Business","Softwareudvikler","Udvikler software"
"5517",2681,"Q7",NA,"Softwareudvikler","Udvikler software"
"5518",2681,"Q4",NA,"Softwareudvikler","Udvikler software"
"5519",2681,"Q4","Google Chrome","Softwareudvikler","Udvikler software"
"5520",2681,"Q4","7-Zip","Softwareudvikler","Udvikler software"
"5521",2681,"Q4",NA,"Softwareudvikler","Udvikler software"
"5522",2681,"Q4","Mozilla Firefox","Softwareudvikler","Udvikler software"
"5523",2681,"Q4","MS Visual Studio 2017","Softwareudvikler","Udvikler software"
"5524",2681,"Q4","MS Office 2016","Softwareudvikler","Udvikler software"
"5525",2681,"Q4","Filezilla","Softwareudvikler","Udvikler software"
"5526",2681,"Q6",NA,"Softwareudvikler","Udvikler software"
"5527",2681,"Q4","Notepad++","Softwareudvikler","Udvikler software"
"5528",2681,"Q4","Internet Explorer","Softwareudvikler","Udvikler software"
"5529",2681,"Q4","MS Excel","Softwareudvikler","Udvikler software"
"5530",2681,"Q4",NA,"Softwareudvikler","Udvikler software"
"5531",2681,"Q4","MS Visual Studio 2015","Softwareudvikler","Udvikler software"
"5532",2681,"Q5","Google Authenticator","Softwareudvikler","Udvikler software"
"5533",2685,"Q7","RStudio","Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5534",2685,"Q7",NA,"Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5535",2685,"Q6",NA,"Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5536",2685,"Q7","Unscrambler","Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5537",2685,"Q4","Unscrambler","Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5538",2685,"Q4","RStudio","Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5539",2685,"Q5","Google Analytics","Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5540",2685,"Q4","MS Office","Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5541",2685,"Q7","MS Office","Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5542",2685,"Q4","Adobe Creative Suite","Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5543",2685,"Q5","Partner-ADD","Lektor","Lektor i statistik og så bygger jeg hjemmesider i php"
"5544",2693,"Q5","MS Office","økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5545",2693,"Q7",NA,"økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5546",2693,"Q4","MS Edge","økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5547",2693,"Q7","MS Excel","økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5548",2693,"Q4",NA,"økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5549",2693,"Q6",NA,"økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5550",2693,"Q5","Apple Mail","økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5551",2693,"Q4",NA,"økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5552",2693,"Q4",NA,"økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5553",2693,"Q5",NA,"økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5554",2693,"Q4","MS Word","økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5555",2693,"Q4","MS Excel","økonomikonsulent","supporterer øvrige brugere i brug af bl.a.a økonomisystemerner"
"5556",2696,"Q6",NA,"",""
"5557",2696,"Q7",NA,"",""
"5558",2696,"Q5",NA,"",""
"5559",2696,"Q4","MS Office","",""
"5560",2704,"Q7",NA,"Ungdomsskolelærer","Administration; koordination; undervisning; vagtplanlægning; vejledning af unge"
"5561",2704,"Q5","Facebook","Ungdomsskolelærer","Administration; koordination; undervisning; vagtplanlægning; vejledning af unge"
"5562",2704,"Q5","Citrix","Ungdomsskolelærer","Administration; koordination; undervisning; vagtplanlægning; vejledning af unge"
"5563",2704,"Q6",NA,"Ungdomsskolelærer","Administration; koordination; undervisning; vagtplanlægning; vejledning af unge"
"5564",2704,"Q5","Carlog","Ungdomsskolelærer","Administration; koordination; undervisning; vagtplanlægning; vejledning af unge"
"5565",2704,"Q4","Apache Felix","Ungdomsskolelærer","Administration; koordination; undervisning; vagtplanlægning; vejledning af unge"
"5566",2704,"Q5",NA,"Ungdomsskolelærer","Administration; koordination; undervisning; vagtplanlægning; vejledning af unge"
"5567",2704,"Q4","MS Office","Ungdomsskolelærer","Administration; koordination; undervisning; vagtplanlægning; vejledning af unge"
"5568",2704,"Q4","Citrix","Ungdomsskolelærer","Administration; koordination; undervisning; vagtplanlægning; vejledning af unge"
"5569",2712,"Q4",NA,"Souschef","Salg og ledelse"
"5570",2712,"Q6","R","Souschef","Salg og ledelse"
"5571",2712,"Q5",NA,"Souschef","Salg og ledelse"
"5572",2712,"Q7",NA,"Souschef","Salg og ledelse"
"5573",2717,"Q5","Apple Mail","leder","leder"
"5574",2717,"Q6",NA,"leder","leder"
"5575",2717,"Q7",NA,"leder","leder"
"5576",2717,"Q4","MS Office","leder","leder"
"5577",2718,"Q4","Google Chrome","sygeplejerske","Passer syge børn"
"5578",2718,"Q7",NA,"sygeplejerske","Passer syge børn"
"5579",2718,"Q5","Safari","sygeplejerske","Passer syge børn"
"5580",2718,"Q6",NA,"sygeplejerske","Passer syge børn"
"5581",2721,"Q4","MS Word","",""
"5582",2721,"Q4","Google Mail","",""
"5583",2721,"Q5",NA,"",""
"5584",2721,"Q6",NA,"",""
"5585",2721,"Q7",NA,"",""
"5586",2724,"Q5","Apple Mail","Producent/administrator","Råde og vejlede indenfor professionel scenekunst. Administration af projekter og produktioner; hjælp til løn herunder indberetning til skat. Bogføring og udarbejdelse af budget og regnskab"
"5587",2724,"Q4","MS Excel","Producent/administrator","Råde og vejlede indenfor professionel scenekunst. Administration af projekter og produktioner; hjælp til løn herunder indberetning til skat. Bogføring og udarbejdelse af budget og regnskab"
"5588",2724,"Q7",NA,"Producent/administrator","Råde og vejlede indenfor professionel scenekunst. Administration af projekter og produktioner; hjælp til løn herunder indberetning til skat. Bogføring og udarbejdelse af budget og regnskab"
"5589",2724,"Q6",NA,"Producent/administrator","Råde og vejlede indenfor professionel scenekunst. Administration af projekter og produktioner; hjælp til løn herunder indberetning til skat. Bogføring og udarbejdelse af budget og regnskab"
"5590",2724,"Q4","MS Word","Producent/administrator","Råde og vejlede indenfor professionel scenekunst. Administration af projekter og produktioner; hjælp til løn herunder indberetning til skat. Bogføring og udarbejdelse af budget og regnskab"
"5591",2724,"Q4",NA,"Producent/administrator","Råde og vejlede indenfor professionel scenekunst. Administration af projekter og produktioner; hjælp til løn herunder indberetning til skat. Bogføring og udarbejdelse af budget og regnskab"
"5592",2725,"Q6",NA,"Freelance","Social igangsætning; bestyrelsesarbejde"
"5593",2725,"Q6","MS Word","Freelance","Social igangsætning; bestyrelsesarbejde"
"5594",2725,"Q7",NA,"Freelance","Social igangsætning; bestyrelsesarbejde"
"5595",2725,"Q5","Wunderlist","Freelance","Social igangsætning; bestyrelsesarbejde"
"5596",2725,"Q4",NA,"Freelance","Social igangsætning; bestyrelsesarbejde"
"5597",2725,"Q6","Wunderlist","Freelance","Social igangsætning; bestyrelsesarbejde"
"5598",2725,"Q5","Apple Mail","Freelance","Social igangsætning; bestyrelsesarbejde"
"5599",2725,"Q6","Dropbox","Freelance","Social igangsætning; bestyrelsesarbejde"
"5600",2725,"Q6","Apple Mail","Freelance","Social igangsætning; bestyrelsesarbejde"
"5601",2727,"Q6",NA,"SOSA","Sundhed"
"5602",2727,"Q5",NA,"SOSA","Sundhed"
"5603",2727,"Q7",NA,"SOSA","Sundhed"
"5604",2727,"Q4",NA,"SOSA","Sundhed"
"5605",2728,"Q5",NA,"Socialpædagog","Dokumentation"
"5606",2728,"Q7","Sonatype Nexus","Socialpædagog","Dokumentation"
"5607",2728,"Q6",NA,"Socialpædagog","Dokumentation"
"5608",2728,"Q4",NA,"Socialpædagog","Dokumentation"
"5609",2730,"Q5",NA,"Skolepædagog","Pædagogisk arbejde; undervisning"
"5610",2730,"Q7",NA,"Skolepædagog","Pædagogisk arbejde; undervisning"
"5611",2730,"Q4",NA,"Skolepædagog","Pædagogisk arbejde; undervisning"
"5612",2730,"Q6",NA,"Skolepædagog","Pædagogisk arbejde; undervisning"
"5613",2732,"Q5",NA,"",""
"5614",2732,"Q6",NA,"",""
"5615",2732,"Q7",NA,"",""
"5616",2732,"Q5","Messages","",""
"5617",2732,"Q4","MS Word","",""
"5618",2736,"Q4",NA,"-","-"
"5619",2736,"Q5",NA,"-","-"
"5620",2736,"Q7",NA,"-","-"
"5621",2736,"Q6",NA,"-","-"
"5622",2750,"Q4",NA,"CEO","Ledelse"
"5623",2750,"Q7",NA,"CEO","Ledelse"
"5624",2750,"Q7",NA,"CEO","Ledelse"
"5625",2750,"Q5","Apple Notes","CEO","Ledelse"
"5626",2750,"Q5",NA,"CEO","Ledelse"
"5627",2750,"Q4","MS Excel","CEO","Ledelse"
"5628",2750,"Q4","MS Word","CEO","Ledelse"
"5629",2750,"Q6","Apple Notes","CEO","Ledelse"
"5630",2750,"Q5",NA,"CEO","Ledelse"
"5631",2750,"Q6",NA,"CEO","Ledelse"
"5632",2750,"Q7","Apple Notes","CEO","Ledelse"
"5633",2752,"Q7",NA,"Vikar","Analyse af andelsboliger i en bank"
"5634",2752,"Q4","Internet Explorer","Vikar","Analyse af andelsboliger i en bank"
"5635",2752,"Q4","MS Word","Vikar","Analyse af andelsboliger i en bank"
"5636",2752,"Q5","Calculator","Vikar","Analyse af andelsboliger i en bank"
"5637",2752,"Q4","Lotus Notes","Vikar","Analyse af andelsboliger i en bank"
"5638",2752,"Q4","MS Calculator","Vikar","Analyse af andelsboliger i en bank"
"5639",2752,"Q4","MS Powerpoint","Vikar","Analyse af andelsboliger i en bank"
"5640",2752,"Q4","MS Excel","Vikar","Analyse af andelsboliger i en bank"
"5641",2752,"Q6",NA,"Vikar","Analyse af andelsboliger i en bank"
"5642",2760,"Q4","MS Word","reservelæge","patientkontakt med journalskrivning og objektiv undersøgelse"
"5643",2760,"Q4","XMO","reservelæge","patientkontakt med journalskrivning og objektiv undersøgelse"
"5644",2760,"Q4","Google Chrome","reservelæge","patientkontakt med journalskrivning og objektiv undersøgelse"
"5645",2760,"Q6",NA,"reservelæge","patientkontakt med journalskrivning og objektiv undersøgelse"
"5646",2760,"Q7","Sundhed Lægehåndbogen","reservelæge","patientkontakt med journalskrivning og objektiv undersøgelse"
"5647",2760,"Q5",NA,"reservelæge","patientkontakt med journalskrivning og objektiv undersøgelse"
"5648",2762,"Q4","MS Office","Direktør/IT-tekniker","Program udvikling"
"5649",2762,"Q7",NA,"Direktør/IT-tekniker","Program udvikling"
"5650",2762,"Q5",NA,"Direktør/IT-tekniker","Program udvikling"
"5651",2762,"Q6","Apple Mail","Direktør/IT-tekniker","Program udvikling"
"5652",2778,"Q4","F2","Fuldmægtig","udviklingsarbejde"
"5653",2778,"Q7","SurveyXact","Fuldmægtig","udviklingsarbejde"
"5654",2778,"Q4","MS Office","Fuldmægtig","udviklingsarbejde"
"5655",2778,"Q6",NA,"Fuldmægtig","udviklingsarbejde"
"5656",2778,"Q5",NA,"Fuldmægtig","udviklingsarbejde"
"5657",2778,"Q4","Internet Explorer","Fuldmægtig","udviklingsarbejde"
"5658",2778,"Q4","MS Excel","Fuldmægtig","udviklingsarbejde"
"5659",2778,"Q4","MS Word","Fuldmægtig","udviklingsarbejde"
"5660",2780,"Q7","MS Office","",""
"5661",2780,"Q4","MS Office","",""
"5662",2780,"Q5","MS Office","",""
"5663",2780,"Q6","MS Office","",""
"5664",2786,"Q4","Dell EqualLogic SAN Headquarters (SAN HQ)","Fagkonsulent","Systemadministration"
"5665",2786,"Q7",NA,"Fagkonsulent","Systemadministration"
"5666",2786,"Q4","XenCenter","Fagkonsulent","Systemadministration"
"5667",2786,"Q4","Citrix Studio","Fagkonsulent","Systemadministration"
"5668",2786,"Q5",NA,"Fagkonsulent","Systemadministration"
"5669",2786,"Q6",NA,"Fagkonsulent","Systemadministration"
"5670",2786,"Q4","VMWare","Fagkonsulent","Systemadministration"
"5671",2790,"Q4","MS Word 2016","It medarbejder","Passe telefon; problemløsning"
"5672",2790,"Q4","MS Excel 2016","It medarbejder","Passe telefon; problemløsning"
"5673",2790,"Q4","Solidus","It medarbejder","Passe telefon; problemløsning"
"5674",2790,"Q4","MS Access 2016","It medarbejder","Passe telefon; problemløsning"
"5675",2790,"Q4","PUTTY","It medarbejder","Passe telefon; problemløsning"
"5676",2790,"Q5","Camera","It medarbejder","Passe telefon; problemløsning"
"5677",2790,"Q5","LinkSprinter Network Tester","It medarbejder","Passe telefon; problemløsning"
"5678",2790,"Q4","LDWin","It medarbejder","Passe telefon; problemløsning"
"5679",2790,"Q4","Mozilla Firefox","It medarbejder","Passe telefon; problemløsning"
"5680",2790,"Q6",NA,"It medarbejder","Passe telefon; problemløsning"
"5681",2790,"Q7",NA,"It medarbejder","Passe telefon; problemløsning"
"5682",2795,"Q6",NA,"Fysioterapeut","Genoptræning"
"5683",2795,"Q7",NA,"Fysioterapeut","Genoptræning"
"5684",2795,"Q4","CSC","Fysioterapeut","Genoptræning"
"5685",2795,"Q5",NA,"Fysioterapeut","Genoptræning"
"5686",2796,"Q6",NA,"",""
"5687",2796,"Q5",NA,"",""
"5688",2796,"Q7",NA,"",""
"5689",2796,"Q4","MS Office","",""
"5690",2815,"Q4","MS Word","Navision udvikler","Programmerer"
"5691",2815,"Q4","MS Outlook","Navision udvikler","Programmerer"
"5692",2815,"Q5",NA,"Navision udvikler","Programmerer"
"5693",2815,"Q7",NA,"Navision udvikler","Programmerer"
"5694",2815,"Q4","MS Navision","Navision udvikler","Programmerer"
"5695",2815,"Q4","MS Excel","Navision udvikler","Programmerer"
